,ID,text,labels
6144,1374484462164082699t,"The reason insurance companies won't pay out if you experience the inevitable adverse reactions , including death ( which are in the THOUSANDS ! look up cdc statistics conveniently not reported by mainstream media ! ) is because it is an "" Experimental Vaccine """,rushed side-effect
3089,1366040897788530699t,AMERICAN HISTORY OF MEDICAL RACISM & SAVAGERY • SAY NO TO THEIR VACCINE ! ,pharma
3161,1403765009600090121t,sorry is that the same vaccine that made my mum very ill and has given people deadly blood clots no one should be given an award until  address the issue with it ,side-effect
5682,1354841702737960962t, It is both a reasonable caution and a CYA insurance protection . Nobody really knows what the consequences might be . I don ’ t believe anybody has carried full - term after receiving the vaccine .,side-effect
1151,1335307950215278593t,As more and more people get covid hence immunity the more ridiculous it becomes to mandate a vaccine .,mandatory
2977,1295390865225990144t," Pfizer saved my life last time . This time , it won't work . Oh well .",ineffective
3165,1314784605883502592t," Now , why would all of these governments running the Corona scam be so desperate to force their whole populations to take Gates ' sinister Corona ' vaccine ' , huh ? It is certainly not out of anxiety for their health , I am quite sure . Rather the opposite , I suspect .",conspiracy pharma political
630,1293562035456942080t,"Russia ’ s fast - track #coronavirus #vaccine draws outrage over safety . #RussianVaccine is the first approved for widespread use but could be dangerous because it hasn ’ t been tested in large trials , say researchers . ",rushed side-effect
5081,1326220767437213696t,to all those lovely #Vegans out there : all current Covid vaccines are based on mRNA - which is being heavily tested on animals . ,rushed
8809,1243750597020585986t, 🤔 . They can't find a vaccine for the common cold virus but the will for #COVID19 ... ? ? ? 😷 ... How does that work ... ?,ineffective
1253,1353262063183929344t,   Why are they still locking us down to July ? What purpose does the vaccine have if not to protect the population and end restrictions ?,ineffective
3334,1325974501859975169t,The COVID Vaccine is ready with ' 90 % effectiveness ' finally announced through bioNTech and Pfizer on 9 / 11 right on cue after The U . S . s'Election . ' What's that ? You want to remove 90 % of The Population ? And alter the Human DNA with Robotic Nanotech for those whom remain ?,conspiracy side-effect
4827,1296160514591129600t,"The fine print is that historically , simply injecting viral proteins into humans has not created an antibody response robust enough to protect against viruses . So , adjuvants , like aluminum an fetal cell lines were added to create a more robust immune system response #CovidVaccine ",ineffective ingredients
6480,1355430440769871872t, Why are they so desperate to get hold of a vaccine they think doesn't work ? 🤷 ‍ ♂ ️ 🤦 ‍ ♂ ️,ineffective
2699,1339284137409015808t,Health worker in Alaska had serious allergic reaction after Pfizer's vax ! Covid Vax was rushed instead of normal 2 year trials ! Sorry  I ’ m waiting to taking this vaccine ! ,rushed side-effect
827,1285682205671522304t,  Listen to renowned experts having different opinion than current discourse about Covid also .  As such 23.48 seroprevalance rate means case fatality rate is 0.08 % and no need for vaccine as it's not a deadly virus .,unnecessary
9427,1365049245045260292t, Moderna finished their covid Vaccine over a weekend . It was produced by February and shipped for trials by March of 2020 . Give me a break,rushed
4899,1371922429900099585t,"Fox guest says COVID vaccine is "" downright dangerous "" and will send you “ to your doom ” | Media Matters for America ",side-effect
5049,1350269524843618304t,   Precisely . And the under 50s who will not die from the rushed vaccine have better chance of dying in a car crash than covid . Funny that . It ’ s almost like the vaccine does not make any sense,rushed unnecessary
6524,1328168996387086336t,  You're never immune to cold viruses . You can always re infect with the same cold . Covid 19 is a bad cold virus . It's also safe to say there will never be a vaccine . This thing touted by Pfizer is probably a weak infection agent that occasionally installs some resistance .,ineffective unnecessary
9283,1330879976057548803t,"  : The Oxford vaccine is excellent BUT this is a MASS study , it is good , yet can cause HUGE problems ETHICALLY . The goverment ARE going to cause HUGE problems ETHICALLY with this vaccine to be seen as HEROES . They are no hero .",political rushed
3685,1339987248524255235t," LOL what a joke , the US paid Pfizer 2 Billion for 100 million vaccines and they're having "" supply limitations "" even though there was a report that the US refused to increase their order ... total scam of the sheep",pharma
4440,1370908948740603906t," Speaking of science , vaccine producers recommend less than a month between two doses to inoculate against Covid , yet your govt is pushing for a 4 - month gap . No other country in the world is contemplating that . Politics trumps science to cover for Trudeau's vax procurement fail .",political
7596,1375364722661416961t," Practical way to exit lockdown . End the lockdown right now . high risk group been vaccinated , those that want the vaccine can have it . Do not vaccinate under 20s , higher risk from vaccine adverse events . Life = Normal But my way does not allow CONTROL . There . Simple .",side-effect
6727,1386929197935824896t,OMG ! Get a Russian COVID vaccine ; get a common cold for free ! What are they inactivating the Adv 26 with ? Perhaps they should use a bit more ?,country side-effect
2171,1255169984822722564t," I wouldn't trust a vaccine developed under the current administration . It would probably be flawed . If Canada or some other reputable source provides one , that would be okay .",political
7920,1343314469167001601t,   Exactly most people don't even realise this about the vaccine Pfizer COVID - 19 vaccine is causing allergic reactions at a rate that is ‘ superior ’ than other shots ,side-effect
7366,1338161474620026882t,COVID - 19 : 98 % - 99 % survival rate . COVID - 19 Vaccine : Only 93 % - 94 % effective at prohibiting the virus + possible facial paralysis + a syringe full of who knows what . Let ’ s try to make it make sense,ineffective unnecessary
8361,1375757959641374723t,   Looking ahead it ’ s the vaccinated who will be a danger to us,side-effect
8184,1374411028633587712t,"  Thats how most vaccines work . No matter if its malaria , flu or covid , x amount of people will have an adverse affect to vaccinated vaccine . If Millions are having it done at the same time , QUE media scare , followed by a moron saying what you just did",side-effect
3662,1357309337983569920t, China's vaccine is very dangerous it has been banned in many south American countries . Chinese vaccine is spreading more Corona virus in people who is taking Chinese vaccine . Please take care of your family . ,country ineffective
8807,1388616240911032324t,"‘ Game - changer ’ : Pfizer developing pill to treat Covid - 19 , may hit market by end of 2021  ⚠ ️Another questionable mysterious supposed super drug that's being suspiciously rushed into manufacture & out for premature testing by the human lab rats 🐀 🐀",rushed
6921,1293488278361055233t,Coronavirus updates : Government partners with Moderna to make 100M vaccine doses  Why are we paying Billions of Dollars to Modrna for thes vaccines when we don't even know if they will work . Isn't this putting the cart before the horse ? ? ? Sounds fishy .,pharma
7496,1344577035943997446t,"They know nothing about this virus . They know nothing about this vaccine . Vaccinated U . S . nurse contracts COVID - 19 , expert says Pfizer shot needed more time to work - ABC | Article [ AMP ] | Reuters ",ineffective
1350,1334455807879090177t,"The MSM propaganda machine is in full flow , bringing in people to convince us the vaccine is safe . In other news , Pfizer sell the vaccine on the condition they are not held responsible for any damage it causes . This hardly inspires confidence !",side-effect
